Order,Vital Records Form,Form URL,Form Element,IG,Mapping Profile,Profile,Field,Extension,Questionnaire,QuestionnaireField,Notes/Questions,Mapping IG,computable
2-091,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,"35. If not single birth, specify number of infants in this delivery born alive:",BFDR,Observation-number-live-births-this-delivery,Observation-number-live-births-this-delivery-vr,value,,,,,,ObservationNumberLiveBirthsThisDelivery
2-092,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,36.1. Abnormal Conditions of the Newborn: Assisted ventilation required immediately following delivery,BFDR,Procedure-assisted-ventilation-following-delivery,Procedure-assisted-ventilation-following-delivery,,,,,,,ProcedureAssistedVentilationFollowingDelivery
2-093,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,36.2. Abnormal Conditions of the Newborn: Assisted ventilation required for more than six hours,BFDR,Procedure-assisted-ventilation-more-than-six-hours,Procedure-assisted-ventilation-more-than-six-hours,,,,,,,ProcedureAssistedVentilationMoreThanSixHours
2-094,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,36.3. Abnormal Conditions of the Newborn: NICU admission,BFDR,Observation-nicu-admission,Observation-nicu-admission,,,,,,,ObservationNICUAdmission
2-095,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,36.4. Abnormal Conditions of the Newborn: Newborn given surfactant replacement therapy,BFDR,Procedure-surfactant-replacement-therapy,Procedure-surfactant-replacement-therapy,,,,,,,ProcedureSurfactantReplacementTherapy
2-096,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,36.5. Abnormal Conditions of the Newborn: Antibiotics received by the newborn for suspected neonatal sepsis,BFDR,Procedure-antibiotic-suspected-neonatal-sepsis,Procedure-antibiotic-suspected-neonatal-sepsis,,,,,,,ProcedureAntibioticSuspectedNeonatalSepsis
2-114,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,36.6. Abnormal Conditions of the Newborn: Seizure or serious neurologic dysfunction,BFDR,Condition-seizure,Condition-seizure,,,,,,,ConditionSeizure
2-115,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,54.7. Abnormal Conditions of the Newborn: None of the above,BFDR,Observation-none-of-specified-abnormal-conditions-of-newborn,Observation-none-of-specified-abnormal-conditions-of-newborn,,,,,,,ObservationNoneOfSpecifiedAbnormalConditionsOfNewborn
2-116,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,37. Congenital anomalies of the newborn,BFDR,Condition-congenital-anomaly-of-newborn,Condition-congenital-anomaly-of-newborn,,,,,"Does profile (value set) also  accommodate these values?
o¬†¬† Karyotype confirmed
o¬†¬† Karyotype pending
‚Ä¶for  Down Syndrome & Suspected chromosomal disorder",,ConditionCongenitalAnomalyOfNewborn
2-116,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,37.13. Congenital anomalies of the newborn: None of the above,BFDR,Observation-none-congenital-anomolies-of-the-newborn,Observation-none-congenital-anomolies-of-the-newborn,,,,,,,ObservationNoneOfSpecifiedCongenitalAnomoliesOfTheNewborn
2-117,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,38. Was infant transferred within 24 hours of delivery?,BFDR,Encounter-birth,Encounter-birth,hospitalization.dischargeDisposition,,,,,,EncounterBirth
2-118,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,39. Is infant living at time of report?,BFDR,Observation-infant-living,Observation-infant-living-vr,value,,,,,,ObservationInfantLiving
2-119,2016 US Standard Facility Worksheet for the Live Birth Certificate,https://www.cdc.gov/nchs/data/dvs/facility-worksheet-2016-508.pdf,40. Is infant being breastfed at discharge?,BFDR,Observation-infant-breastfed-at-discharge,Observation-infant-breastfed-at-discharge,value,,,,,,ObservationInfantBreastfedAtDischarge
3-001,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,Mother’s medical record #,VRCPL,Patient-mother-vr,Patient-mother-vr,identifier:MRN,,,,,,PatientMotherVitalRecords
3-002,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,Mother’s name,VRCPL,Patient-mother-vr,Patient-mother-vr,name:currentLegalName,,,,,,PatientMotherVitalRecords
3-003,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,Child’s name/medical record #,VRCPL,Patient-child-vr,Patient-child-vr,identifier,,,,,,PatientChildVitalRecords
3-004,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,Attachment # of #,not implemented,not implemented,not implemented,,,,,,,
3-005,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,9. Number of previous live births now living,BFDR,Observation-number-births-now-living,Observation-number-births-now-living-vr,value,,,,,,ObservationNumberBirthsNowLiving
3-006,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,10. Number of previous live births now dead,BFDR,Observation-number-births-now-dead,Observation-number-births-now-dead-vr,value,,,,,,ObservationNumberBirthsNowDead
3-007,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,12. Number of other pregnancy outcomes,BFDR,Observation-number-other-pregnancy-outcomes,Observation-number-other-pregnancy-outcomes-vr,value,,,,,,ObservationNumberOtherPregnancyOutcomes
3-008,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,17. Date of birth,VRCPL,Patient-child-vr,Patient-child-vr,birthDate,,,,,,PatientChildVitalRecords
3-009,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,18. Time of birth,FHIR,Patient-child-vr,patient-birthTime,,Patient-child-vr.birthDate.extension:birthTime,,,,VRCPL,PatientChildVitalRecords
3-010,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,34. Order delivered in the pregnancy,VRCPL,Patient-child-vr,Patient-child-vr,multipleBirthInteger,,,,,,PatientChildVitalRecords
3-012,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,26.1. Characteristics of Labor and Delivery: Induction of labor,BFDR,Procedure-induction-of-labor,Procedure-induction-of-labor,,,,,,,ProcedureInductionOfLabor
3-013,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,26.2. Characteristics of Labor and Delivery: Augmentation of labor,BFDR,Procedure-augmentation-of-labor,Procedure-augmentation-of-labor,,,,,,,ProcedureAugmentationOfLabor
3-014,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,26.3. Characteristics of Labor and Delivery: Steroids for fetal lung maturation,BFDR,Observation-steroids-fetal-lung-maturation,Observation-steroids-fetal-lung-maturation,,,,,,,ObservationSteroidsFetalLungMaturation
3-016,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,26.4. Characteristics of Labor and Delivery: Antibiotics received by the mother during labor,BFDR,Observation-antibiotics-administered-during-labor,Observation-antibiotics-administered-during-labor,,,,,,,ObservationAntibioticsAdministeredDuringLabor
3-017,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,26.5. Characteristics of Labor and Delivery: Clinical chorioamnionitis,BFDR,Condition-chorioamnionitis,Condition-chorioamnionitis,,,,,,,ConditionChorioamnionitis
3-018,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,26.6. Characteristics of Labor and Delivery: Epidural or spinal anesthesia during labor,BFDR,Procedure-epidural-or-spinal-anesthesia,Procedure-epidural-or-spinal-anesthesia,,,,,,,ProcedureEpiduralOrSpinalAnesthesia
3-019,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,26.7. Characteristics of Labor and Delivery: None of the above,BFDR,Observation-none-of-specified-characteristics-labor-delivery,Observation-none-of-specified-characteristics-labor-delivery,,,,,,,ObservationNoneOfSpecifiedCharacteristicsOfLaborAndDelivery
3-021,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,27.C. Method of delivery: Fetal presentation at birth,BFDR,Observation-fetal-presentation,Observation-fetal-presentation,value,,,,,,ObservationFetalPresentation
3-025,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,27.D. Method of delivery: Final route and method of delivery,BFDR,Procedure-final-route-method-delivery,Procedure-final-route-method-delivery,code,,,,,,ProcedureFinalRouteMethodDelivery
3-029,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,"27.D.1. If cesarean, was a trial of labor attempted?",BFDR,Observation-labor-trial-attempted,Observation-labor-trial-attempted,value,,,,,,ObservationLaborTrialAttempted
3-033,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,28.1. Maternal Morbidity: Maternal transfusion,BFDR,Procedure-blood-transfusion,Procedure-blood-transfusion,,,,,,,ProcedureBloodTransfusion
3-034,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,28.2. Maternal Morbidity: Third or fourth degree perineal laceration,BFDR,Condition-perineal-laceration,Condition-perineal-laceration,,,,,,,ConditionPerinealLaceration
3-035,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,28.3. Maternal Morbidity: Ruptured uterus,BFDR,Condition-ruptured-uterus,Condition-ruptured-uterus,,,,,,,ConditionRupturedUterus
3-036,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,28.4. Maternal Morbidity: Unplanned hysterectomy,BFDR,Procedure-unplanned-hysterectomy,Procedure-unplanned-hysterectomy,,,,,,,ProcedureUnplannedHysterectomy
3-037,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,28.5. Maternal Morbidity: Admission to intensive care unit,BFDR,Observation-icu-admission,Observation-icu-admission,,,,,,,ObservationICUAdmission
3-038,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,28.6. Maternal Morbidity: None of the above,BFDR,Observation-none-of-specified-maternal-morbidities,Observation-none-of-specified-maternal-morbidities,,,,,,,ObservationNoneOfSpecifiedMaternalMorbidities
3-039,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,29. Birthweight,BFDR,Observation-birth-weight,Observation-birth-weight,value,,,,,,ObservationBirthWeight
3-040,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,30. Obstetric estimate of gestation at delivery,BFDR,Observation-gestational-age-at-delivery,Observation-gestational-age-at-delivery-vr,value,,,,,,ObservationGestationalAgeAtDelivery
3-041,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,31. Sex,US CORE,Patient-child-vr,us-core-birthsex,,Patient-child-vr.extension:birthsex,,,,VRCPL,PatientChildVitalRecords
3-042,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,32. Apgar score,BFDR,Observation-apgar-score,Observation-apgar-score-vr,value,,,,,,ObservationApgarScore
3-044,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,36.1. Abnormal Conditions of the Newborn: Assisted ventilation required immediately following delivery,BFDR,Procedure-assisted-ventilation-following-delivery,Procedure-assisted-ventilation-following-delivery,,,,,,,ProcedureAssistedVentilationFollowingDelivery
3-045,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,36.2. Abnormal Conditions of the Newborn: Assisted ventilation required for more than six hours,BFDR,Procedure-assisted-ventilation-more-than-six-hours,Procedure-assisted-ventilation-more-than-six-hours,,,,,,,ProcedureAssistedVentilationMoreThanSixHours
3-046,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,36.3. Abnormal Conditions of the Newborn: NICU admission,BFDR,Observation-nicu-admission,Observation-nicu-admission,,,,,,,ObservationNICUAdmission
3-047,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,36.4. Abnormal Conditions of the Newborn: Newborn given surfactant replacement therapy,BFDR,Procedure-surfactant-replacement-therapy,Procedure-surfactant-replacement-therapy,,,,,,,ProcedureSurfactantReplacementTherapy
3-048,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,36.5. Abnormal Conditions of the Newborn: Antibiotics received by the newborn for suspected neonatal sepsis,BFDR,Procedure-antibiotic-suspected-neonatal-sepsis,Procedure-antibiotic-suspected-neonatal-sepsis,,,,,,,ProcedureAntibioticSuspectedNeonatalSepsis
3-049,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,36.6. Abnormal Conditions of the Newborn: Seizure or serious neurologic dysfunction,BFDR,Condition-seizure,Condition-seizure,,,,,,,ConditionSeizure
3-050,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,36.7. Abnormal Conditions of the Newborn: None of the above,BFDR,Observation-none-of-specified-abnormal-conditions-of-newborn,Observation-none-of-specified-abnormal-conditions-of-newborn,,,,,,,ObservationNoneOfSpecifiedAbnormalConditionsOfNewborn
3-051,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,37. Congenital anomalies of the newborn,BFDR,Condition-congenital-anomaly-of-newborn,Condition-congenital-anomaly-of-newborn,,,,,"Does profile (value set) also  accommodate these values?
o¬†¬† Karyotype confirmed
o¬†¬† Karyotype pending
‚Ä¶for  Down Syndrome & Suspected chromosomal disorder",,ConditionCongenitalAnomalyOfNewborn
3-052,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,37.13. Congenital anomalies of the newborn: None of the above,BFDR,Observation-none-congenital-anomolies-of-the-newborn,Observation-none-congenital-anomolies-of-the-newborn,,,,,,,ObservationNoneOfSpecifiedCongenitalAnomoliesOfTheNewborn
3-069,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,38. Was infant transferred within 24 hours of delivery?,BFDR,Encounter-birth,Encounter-birth,hospitalization.dischargeDisposition,,,,,BFDR,EncounterBirth
3-070,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,38.1. name of facility infant transferred to:,BFDR,Location-bfdr,Location-bfdr,name,,,,,BFDR,LocationBFDR
3-071,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,39. Is infant living at time of report?,BFDR,Observation-infant-living,Observation-infant-living-vr,value,,,,,,ObservationInfantLiving
3-072,2016 US Standard Attachment to the Facility Worksheet for the Live Birth Certificate for Multiple Births,https://www.cdc.gov/nchs/data/dvs/multiple-births-worksheet-2016.pdf,40. Is infant being breastfed at discharge?,BFDR,Observation-infant-breastfed-at-discharge,Observation-infant-breastfed-at-discharge,value,,,,,,ObservationInfantBreastfedAtDischarge
4-001,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,1. What is your current legal name?,VRCPL,Patient-mother-vr,Patient-mother-vr,name:currentLegalName,,Questionnaire-mothers-live-birth,item.linkId=mother-current-legal-name,,,PatientMotherVitalRecords
4-002,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,2. What will be your baby’s legal name?,VRCPL,Patient-child-vr,Patient-child-vr,name,,Questionnaire-mothers-live-birth,item.linkId=child-name,,,PatientChildVitalRecords
4-003,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,3. Where do you usually live--that is--where is your household/residence located?,VRCPL,Patient-mother-vr,Patient-mother-vr,address,,Questionnaire-mothers-live-birth,item.linkId=mother-address,,,PatientMotherVitalRecords
4-004,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,4. Is this household inside city limits?,VRCPL,Patient-mother-vr,Extension-within-city-limits-indicator-vr,,address.extension:withinCityLimitsIndicator,Questionnaire-mothers-live-birth,item.linkId=inside-city-limits,,VRCPL,PatientMotherVitalRecords
4-005,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,5. What is your mailing address?,VRCPL,Patient-mother-vr,Patient-mother-vr,address,,Questionnaire-mothers-live-birth,item.linkId=mother-mail,,,PatientMotherVitalRecords
4-006,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,6. What is your date of birth?,VRCPL,Patient-mother-vr,Patient-mother-vr,birthDate,,Questionnaire-mothers-live-birth,item.linkId=mother-dob,,,PatientMotherVitalRecords
4-007,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,"7. In what State, U.S. territory, or foreign country were you born?",FHIR,Patient-mother-vr,patient-birthPlace,,Patient-mother-vr.extension:birthPlace,Questionnaire-mothers-live-birth,item.linkId=mother-birthplace,,VRCPL,PatientMotherVitalRecords
4-008,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,8. What is the highest level of schooling that you will have completed at the time of delivery?,VRCPL,Observation-education-level-vr,Observation-education-level-vr,code,,Questionnaire-mothers-live-birth,item.linkId=mother-education,,,ObservationEducationLevelVitalRecords
4-009,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,9. Are you Spanish/Hispanic/Latina?,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Mother",,Questionnaire-mothers-live-birth,item.linkId=mother-ethnicity,,VRCPL,ObservationInputRaceAndEthnicityVitalRecords
4-010,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,10. What is your race?,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Mother",,Questionnaire-mothers-live-birth,item.linkId=mother-race,,VRCPL,ObservationInputRaceAndEthnicityVitalRecords
4-011,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,11. Did you receive WIC food for yourself because you were pregnant with this child?,BFDR,Observation-mother-received-wic-food,Observation-mother-received-wic-food,value,,Questionnaire-mothers-live-birth,item.linkId=receive-wic,,,ObservationMotherReceivedWICFood
4-012,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,12. Did this pregnancy result from infertility treatment?,BFDR,Questionnaire-mothers-live-birth,Questionnaire-mothers-live-birth,,,Questionnaire-mothers-live-birth,item.linkId=infertility-treatment,,,QuestionnaireMothersWorksheetChildsBirthCertificate
4-013,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,13. What is your height?,BFDR,Observation-mother-height,Observation-mother-height-vr,value,,Questionnaire-mothers-live-birth,item.linkId=mothers-height,,,ObservationMotherHeight
4-014,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,"14. What was your prepregnancy weight, that is, your weight immediately before you became pregnant with this child?",BFDR,Observation-mother-prepregnancy-weight,Observation-mother-prepregnancy-weight-vr,value,,Questionnaire-mothers-live-birth,item.linkId=mothers-prepregnancy-weight,,,ObservationMotherPrepregnancyWeight
4-015,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,15. How many cigarettes OR packs of cigarettes did you smoke on an average day during each of the following time periods?,BFDR,Observation-cigarette-smoking-before-during-pregnancy,Observation-cigarette-smoking-before-during-pregnancy,value,,Questionnaire-mothers-live-birth,item.linkId=mothers-smoking,,,ObservationCigaretteSmokingBeforeDuringPregnancy
4-016,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,16. Have you ever been married?,not implemented,not implemented,not implemented,,,Questionnaire-mothers-live-birth,item.linkId=mother-ever-married,,,
4-017,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,17. What name did you use prior to your first marriage?,VRCPL,Patient-mother-vr,Patient-mother-vr,name:namePriorToFirstMarriage,,Questionnaire-mothers-live-birth,item.linkId=mother-prior-name,,,PatientMotherVitalRecords
4-018,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,"18. Were you married at the time you conceived this child, at the time of birth, or at any time between conception and giving birth?",BFDR,Observation-mother-married-during-pregnancy,Observation-mother-married-during-pregnancy,value,,Questionnaire-mothers-live-birth,item.linkId=married-conception,,,ObservationMotherMarriedDuringPregnancy
4-018,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,"18. If not married, has a paternity acknowledgment been completed?",BFDR,Observation-paternity-acknowledgement-signed,Observation-paternity-acknowledgement-signed,value,,Questionnaire-mothers-live-birth,item.linkId=married-conception.linkId=paternity-ack,,,ObservationPaternityAcknowledgementSigned
4-019,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,19. What is the current legal name of your baby’s father?,VRCPL,RelatedPerson-father-natural-vr,RelatedPerson-father-natural-vr,name,,Questionnaire-mothers-live-birth,item.linkId=father-current-legal-name,,,RelatedPersonFatherNaturalVitalRecords
4-020,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,20. What is the father’s date of birth?,VRCPL,RelatedPerson-father-natural-vr,RelatedPerson-father-natural-vr,birthDate,,Questionnaire-mothers-live-birth,item.linkId=father-dob,,,RelatedPersonFatherNaturalVitalRecords
4-021,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,"21. In what State, U.S. territory, or foreign country was the father born?",VRCPL,RelatedPerson-father-natural-vr,Extension-relatedperson-birthplace-vr,,RelatedPerson-father-natural-vr.extension:birthPlace,Questionnaire-mothers-live-birth,item.linkId=father-birthplace,,VRCPL,RelatedPersonFatherNaturalVitalRecords
4-022,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,22. What is the highest level of schooling that the father will have completed at the time of delivery?,VRCPL,Observation-education-level-vr,Observation-education-level-vr,code,,Questionnaire-mothers-live-birth,item.linkId=father-education,,,ObservationEducationLevelVitalRecords
4-023,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,23. Is the father Spanish/Hispanic/Latino?,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Father",,Questionnaire-mothers-live-birth,item.linkId=father-ethnicity,,VRCPL,ObservationInputRaceAndEthnicityVitalRecords
4-024,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,24. What is the father’s race?,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Father",,Questionnaire-mothers-live-birth,item.linkId=father-race,,VRCPL,ObservationInputRaceAndEthnicityVitalRecords
